koi_period,koi_duration,koi_depth,koi_prad,fpp_prob,fpp_prob_heb,fpp_prob_ueb,fpp_prob_beb,koi_disposition
-0.03537627242368524,-0.2590469392574617,0.2225777615180508,0.0064904392489162,-0.01666135236257815,0.7939882354622563,0.9060781250240676,-0.03764790247400503,1
-0.03537627242368524,-0.2590469392574617,0.2225777615180508,0.0064904392489162,-0.008395255066415346,8.23516470762627,7.968578125211664,-0.040874865543205456,1
0.7698785956410018,0.21149125297407861,0.4130872375892337,0.17644115422496728,-0.01666135236257815,0.7939882354622563,0.9060781250240676,-0.03764790247400503,1
0.7698785956410018,0.21149125297407861,0.4130872375892337,0.17644115422496728,-0.008395255066415346,8.23516470762627,7.968578125211664,-0.040874865543205456,1
0.29814286984154764,-0.7608630117264735,1.7796847867610555,1.6576585182526054,1.4836998857760968,3235.293988920415,1265.6248281586181,0.6920043026174256,0
-0.6852151958280649,-0.4725980193637803,1.6205233346064944,2.493532625568247,1.5967129347470725,0.13516470591097604,0.0006250000000166014,1.2298314808174973,2
-0.5627330321815635,-0.8277759956370927,0.21145231695469438,0.15417767744476701,-0.01614472128156797,1.1763411767196956,1.499828125039839,-0.05772678379347437,1
0.03355574201655562,0.2339409438283332,0.7121380068679252,0.4362863047392562,-0.017701072413111127,-0.00010794117649344635,0.05139062500136506,-0.05969881678020797,1
0.03355574201655562,0.2339409438283332,0.7121380068679252,0.4362863047392562,-0.01774902223531738,-0.00012938882355681175,-0.0001718742500045654,-0.05908927931158122,1
0.03355574201655562,0.2339409438283332,0.7121380068679252,0.4362863047392562,-0.01763326458372854,-0.0001294117562038754,-0.00017187234375456534,-0.05772678379347437,1
-0.38088827574529716,-0.19477438590022733,0.28114972224334145,0.1597877600844136,-0.017701072413111127,-0.00010794117649344635,0.05139062500136506,-0.05969881678020797,1
-0.38088827574529716,-0.19477438590022733,0.28114972224334145,0.1597877600844136,-0.01774902223531738,-0.00012938882355681175,-0.0001718742500045654,-0.05908927931158122,1
-0.38088827574529716,-0.19477438590022733,0.28114972224334145,0.1597877600844136,-0.01763326458372854,-0.0001294117562038754,-0.00017187234375456534,-0.05772678379347437,1
-0.5571404452434423,-0.4631850157749569,-0.31939870805605564,-0.23616207310957313,-0.017701072413111127,-0.00010794117649344635,0.05139062500136506,-0.05969881678020797,1
-0.5571404452434423,-0.4631850157749569,-0.31939870805605564,-0.23616207310957313,-0.01774902223531738,-0.00012938882355681175,-0.0001718742500045654,-0.05908927931158122,1
-0.5571404452434423,-0.4631850157749569,-0.31939870805605564,-0.23616207310957313,-0.01763326458372854,-0.0001294117562038754,-0.00017187234375456534,-0.05772678379347437,1
-0.14497157404931,0.33880628573455956,-0.3024677665249567,2.6562891547950214,1.5967129347470725,0.6763411766138134,0.5935781250157669,11.054141269272142,2
0.20020446931915628,-0.0651588187962161,1.3504227074498183,0.7756735394616296,-0.017720446078649008,0.41163529420481687,0.0005937500000157713,-0.05747579777698101,1
0.20020446931915628,-0.0651588187962161,1.3504227074498183,0.7756735394616296,-0.01654833931360717,4.117517647930767,0.8279531250219924,-0.04697024022947294,1
0.20020446931915628,-0.0651588187962161,1.3504227074498183,0.7756735394616296,-0.01709725983718048,-0.0001289411764978934,-0.0001718750000045654,-0.0609483685908928,1
-0.570335806165686,-0.7809722310415563,1.9281248129550181,1.5465355146954922,-0.0017759193409724748,99.99987060941172,9.531078125253169,-0.0609537468124776,1
-0.6088900126879694,0.04187083457074357,1.5167666322850684,1.7544873023424339,-0.017753058415637776,0.11163529414128746,-0.000171859687504565,-0.0609537468626748,1
-0.44227622712135917,-0.17488441592847254,1.687891220079481,1.6569822161778067,-0.016742075968985987,18.529282356865025,0.0006093750000161864,-0.06084976694155612,1
-0.4227062050588906,-0.38198331732579743,-0.6147818496925395,-0.42764123134055665,-0.017736590799930577,0.07340000001554353,0.015453125000410472,-0.06034420939404806,1
-0.4227062050588906,-0.38198331732579743,-0.6147818496925395,-0.42764123134055665,-0.01773497632780242,-0.00012941161473328715,-0.00017187499656706542,-0.05593402653280747,1
0.05034452944213463,-0.03249833471218966,2.05530311689645,4.055377357376098,0.0,0.0,0.0,0.0,2
0.2865429621707397,1.4581191166958865,1.674235314242377,0.9767710833292699,0.9024899196396496,0.0439882353034328,-0.0001718750000045654,8.902832556471855,2
0.2821956716807402,0.28492883625213666,2.8260348847208228,2.8922140012622815,1.5644234921839366,6176.470460131487,1203.1248281569578,0.0035855145213338113,2
