koi_period,koi_duration,koi_depth,koi_prad,fpp_prob,fpp_prob_heb,fpp_prob_ueb,fpp_prob_beb,koi_disposition
3.9886021,1.7376,673.5,34.39,,,,,CANDIDATE
0.533059312,1.8621,1495.8,133.56,1.0,6.099999999999999e-25,0.0,0.74,CANDIDATE
0.525154153,2.1441,747.5,23.61,1.0,2.7999999999999998e-61,8.7e-53,2.8e-31,FALSE POSITIVE
1.303861044,4.0541,598.2,27.85,1.0,1.4e-12,1.1e-16,4e-68,FALSE POSITIVE
0.73452496,6.7,,,,,,,FALSE POSITIVE
2.55549176,9.083,113.8,23.35,1.0,5.400000000000001e-174,3.1e-158,5.7e-314,FALSE POSITIVE
2.947376671,2.0911,433.2,403.59,,,,,FALSE POSITIVE
224.7789355,11.1899,3487.5,7.67,0.0018,0.00064,0.00086,3.9e-05,CONFIRMED
224.7789355,11.1899,3487.5,7.67,1.0,2.3e-18,3e-52,0.0,CONFIRMED
0.890110752,0.8774,321.5,1.25,0.23,2.5e-08,1.7e-06,0.056,FALSE POSITIVE
5.76573396,2.924,248.0,7.47,0.0028,5.2e-07,2.5e-05,0.0016,FALSE POSITIVE
7.42608123,3.6379,443.3,2.47,2.8e-05,5.3e-11,4.3e-08,1.7e-05,CONFIRMED
7.42608123,3.6379,443.3,2.47,0.015,4.1e-07,3.9e-05,0.0041,CONFIRMED
7.42608123,3.6379,443.3,2.47,0.098,9e-07,3.7e-05,0.014,CONFIRMED
15.9868932,4.158,178.5,1.62,2.8e-05,5.3e-11,4.3e-08,1.7e-05,CONFIRMED
15.9868932,4.158,178.5,1.62,0.015,4.1e-07,3.9e-05,0.0041,CONFIRMED
15.9868932,4.158,178.5,1.62,0.098,9e-07,3.7e-05,0.014,CONFIRMED
0.73094589,4.32,250.2,17.12,1.0,1.9999999999999998e-276,0.0,3.7e-137,FALSE POSITIVE
18.92537246,3.9835,640.9,13.92,0.00041,3e-32,0.0,1.8e-06,CONFIRMED
18.92537246,3.9835,640.9,13.92,,,,,CONFIRMED
18.92537246,3.9835,640.9,13.92,0.00045,6.399999999999999e-14,5.1e-09,0.00033,CONFIRMED
0.933749106,4.256,186.2,3.22,1.0,8.1e-236,0.0,0.0,FALSE POSITIVE
2.037440623,3.442,118.6,1.19,1.0,5.7e-27,1.2000000000000001e-12,0.0001,FALSE POSITIVE
129995.7784,9.408,1474.9,2.99,,,,,CANDIDATE
31.5925809,13.566,145.1,1.78,0.16,4.5e-37,1.7e-63,4.8e-22,CONFIRMED
31.5925809,13.566,145.1,1.78,0.0089,3.3999999999999997e-31,7.1e-64,2.4e-05,CONFIRMED
31.5925809,13.566,145.1,1.78,0.00014,3.9e-36,5.5e-47,0.00012,CONFIRMED
17.157236,11.284,110.4,1.55,0.16,4.5e-37,1.7e-63,4.8e-22,CONFIRMED
17.157236,11.284,110.4,1.55,0.0089,3.3999999999999997e-31,7.1e-64,2.4e-05,CONFIRMED
17.157236,11.284,110.4,1.55,0.00014,3.9e-36,5.5e-47,0.00012,CONFIRMED
1.97376085,1.82542,30222.0,8.78,0.0014,0.0014,6.4e-10,6.6e-06,CONFIRMED
13.118962443,4.3045,372.2,8.25,3.7e-15,3.7e-15,0.0,5.399999999999998e-29,CANDIDATE
13.118962443,4.3045,372.2,8.25,0.0,2.8999999999999995e-45,0.0,2.8e-131,CANDIDATE
4.618767792,5.9957,4399.1,7.48,0.00072,0.00072,1.4e-14,4.8000000000000003e-17,FALSE POSITIVE
7.82187328,3.8417,42.2,2.78,3.7e-15,3.7e-15,0.0,5.399999999999998e-29,CANDIDATE
7.82187328,3.8417,42.2,2.78,0.0,2.8999999999999995e-45,0.0,2.8e-131,CANDIDATE
53.5057611,10.5616,195.6,2.52,2.4e-07,3.3e-08,2.1e-07,3.5e-53,CANDIDATE
2.785821236,3.5599,68.9,1.69,3.2e-08,5.5e-21,2.5e-16,1.6000000000000002e-123,CONFIRMED
52.56901867,6.7507,26900.0,78.54,0.99,0.098,0.9,4e-05,FALSE POSITIVE
3.411758679,3.158,570.6,14.71,1.0,7.6e-23,5.4e-43,0.0018,FALSE POSITIVE
0.525426427,1.0801,324.6,1.45,0.23,4.8e-07,4.8e-08,0.013,FALSE POSITIVE
1.269091415,1.4647,340.9,1.41,0.0059,2.1e-14,1.5e-17,0.0059,CONFIRMED
1.269091415,1.4647,340.9,1.41,0.0052,4e-11,3.1e-09,0.0049,CONFIRMED
2.853133997,1.465,277.1,1.36,0.0059,2.1e-14,1.5e-17,0.0059,CONFIRMED
2.853133997,1.465,277.1,1.36,0.0052,4e-11,3.1e-09,0.0049,CONFIRMED
6.79685353,3.1702,393.1,2.01,0.0066,2.5e-07,0.0059,0.00025,CONFIRMED
8.667822346,4.9658,2121.9,67.37,1.0,0.014,0.01,0.00081,FALSE POSITIVE
1.475323222,2.3155,154.9,5.88,0.00041,3e-32,0.0,1.8e-06,CONFIRMED
1.475323222,2.3155,154.9,5.88,,,,,CONFIRMED
1.475323222,2.3155,154.9,5.88,0.00045,6.399999999999999e-14,5.1e-09,0.00033,CONFIRMED
4.15246118,2.5755,223.4,7.62,0.00041,3e-32,0.0,1.8e-06,CONFIRMED
4.15246118,2.5755,223.4,7.62,,,,,CONFIRMED
4.15246118,2.5755,223.4,7.62,0.00045,6.399999999999999e-14,5.1e-09,0.00033,CONFIRMED
6.7210783,7.46,,,,,,,FALSE POSITIVE
8.7348852,4.49,270.7,1.59,1.7e-05,3.9e-14,9.3e-13,5.6e-06,CONFIRMED
8.7348852,4.49,270.7,1.59,0.00053,1.1000000000000001e-23,4.9e-15,6.5e-06,CONFIRMED
10.26547688,3.733,399.6,1.81,0.012,6.9e-08,5.7e-06,0.0083,FALSE POSITIVE
13.4471791,3.0454,1428.2,5.24,0.91,0.057,0.84,0.01,CANDIDATE
3.305577989,2.5903,17971.0,25.89,0.99,0.015,0.78,0.0056,FALSE POSITIVE
4.800653901,9.0419,15304.0,16.91,0.67,0.23,0.43,0.00038,FALSE POSITIVE
15.06649901,5.9885,36348.0,56.44,1.0,0.058,0.94,0.0011,FALSE POSITIVE
34.82008158,11.1711,18848.0,11.36,0.034,0.034,5.3e-08,0.00011,FALSE POSITIVE
0.651784374,2.0141,2779.3,33.65,1.0,5.3e-25,1.1e-21,0.0028,FALSE POSITIVE
1.353771892,7.012,1349.1,430.99,,,,,FALSE POSITIVE
18.95491633,24.249,867.5,71.39,1.0,9.7e-26,5e-33,1.4e-65,FALSE POSITIVE
4.348866254,3.2797,625.6,2436.69,,,,,FALSE POSITIVE
47.93094546,2.6897,2144.4,68.02,1.0,0.11,0.85,0.033,FALSE POSITIVE
3.99751422,3.686,32.8,2.98,,,,,FALSE POSITIVE
1.592633181,5.5605,633.1,1.56,1.0,0.0,0.0,0.0,FALSE POSITIVE
67.5923754,12.249,4158.1,12.1,0.0027,0.00021,0.0025,4.7e-13,CONFIRMED
17.02902786,4.645,568.9,2.54,5.7e-05,7.7e-07,2.4e-05,3.2e-05,CONFIRMED
17.02902786,4.645,568.9,2.54,4.4e-05,6e-15,1.8e-08,1e-05,CONFIRMED
17.02902786,4.645,568.9,2.54,0.00062,4.7e-06,5.2e-05,0.00032,CONFIRMED
17.02902786,4.645,568.9,2.54,0.026,0.00083,0.02,0.0034,CONFIRMED
6.84619236,3.529,246.8,1.67,5.7e-05,7.7e-07,2.4e-05,3.2e-05,CONFIRMED
6.84619236,3.529,246.8,1.67,4.4e-05,6e-15,1.8e-08,1e-05,CONFIRMED
6.84619236,3.529,246.8,1.67,0.00062,4.7e-06,5.2e-05,0.00032,CONFIRMED
6.84619236,3.529,246.8,1.67,0.026,0.00083,0.02,0.0034,CONFIRMED
67.8321638,7.358,507.8,2.39,5.7e-05,7.7e-07,2.4e-05,3.2e-05,CONFIRMED
67.8321638,7.358,507.8,2.39,4.4e-05,6e-15,1.8e-08,1e-05,CONFIRMED
67.8321638,7.358,507.8,2.39,0.00062,4.7e-06,5.2e-05,0.00032,CONFIRMED
67.8321638,7.358,507.8,2.39,0.026,0.00083,0.02,0.0034,CONFIRMED
43.1312147,3.198,447.8,2.39,5.7e-05,7.7e-07,2.4e-05,3.2e-05,CONFIRMED
43.1312147,3.198,447.8,2.39,4.4e-05,6e-15,1.8e-08,1e-05,CONFIRMED
43.1312147,3.198,447.8,2.39,0.00062,4.7e-06,5.2e-05,0.00032,CONFIRMED
43.1312147,3.198,447.8,2.39,0.026,0.00083,0.02,0.0034,CONFIRMED
1.224866441,1.7086,196.0,1.54,0.00059,1.6e-19,9.5e-12,0.00039,CONFIRMED
1.224866441,1.7086,196.0,1.54,0.00013,5.4e-13,1.2e-11,4.2e-05,CONFIRMED
37.8102649,8.733,570.3,2.33,0.013,1.7000000000000002e-17,1.7000000000000002e-12,7e-05,CONFIRMED
25.93406406,4.6142,414.5,2.48,0.0027,7.1e-05,0.0025,1.5e-05,CONFIRMED
25.93406406,4.6142,414.5,2.48,0.0061,0.00034,0.0058,1.2e-05,CONFIRMED
83.4463485,6.536,503.0,2.73,0.0027,7.1e-05,0.0025,1.5e-05,CONFIRMED
83.4463485,6.536,503.0,2.73,0.0061,0.00034,0.0058,1.2e-05,CONFIRMED
7.04710032,2.926,400.9,25.2,1.0,6.4e-05,0.023,0.19,FALSE POSITIVE
12.99204853,6.0175,270.6,2.03,2.4e-05,6.299999999999999e-26,5e-21,7.9e-08,CONFIRMED
11.11620211,4.211,4843.9,8.96,0.53,0.024,0.48,0.0043,FALSE POSITIVE
1.922861499,3.5734,1916.2,5.09,1.0,2.7e-14,1.2000000000000001e-12,1.0,FALSE POSITIVE
0.635445336,1.8592,2547.4,19.0,1.0,2.8e-79,1.6e-196,0.032,FALSE POSITIVE
1.665784138,1.8946,2006.2,97.27,1.0,0.051,0.67,0.096,FALSE POSITIVE
55.6639167,23.546,3414.4,34.14,1.0,6.599999999999998e-32,1.4999999999999999e-105,0.02,FALSE POSITIVE
52.09081627,8.6388,2894.1,7.14,5e-06,1.4e-06,2.8e-06,7.3e-07,CONFIRMED
52.09081627,8.6388,2894.1,7.14,0.17,2e-06,0.00017,0.005,CONFIRMED
52.09081627,8.6388,2894.1,7.14,0.0072,4.6e-07,0.0067,2e-16,CONFIRMED
52.09081627,8.6388,2894.1,7.14,0.04,0.0014,0.036,0.0024,CONFIRMED
7.1548608,7.694,780.4,7.41,0.99,0.052,0.93,0.0056,FALSE POSITIVE
4.28746668,1.5693,790.1,2.29,1.0,4.5e-14,2.1e-77,0.0,CONFIRMED
2.002779769,2.231,260.5,1.42,1.0,3.5e-28,1.3e-20,0.56,FALSE POSITIVE
8.18739443,3.0472,517.6,1.92,0.00026,3.5e-07,4.5e-08,4.2e-05,CONFIRMED
8.18739443,3.0472,517.6,1.92,0.0054,6.6e-07,6.4e-08,0.00011,CONFIRMED
76.0498163,7.158,445.9,1.75,0.00026,3.5e-07,4.5e-08,4.2e-05,CONFIRMED
76.0498163,7.158,445.9,1.75,0.0054,6.6e-07,6.4e-08,0.00011,CONFIRMED
3.341799486,2.9254,178.2,1.67,0.0018,0.00064,0.00086,3.9e-05,CONFIRMED
3.341799486,2.9254,178.2,1.67,1.0,2.3e-18,3e-52,0.0,CONFIRMED
3.3226948,3.568,78.7,15.33,,,,,FALSE POSITIVE
36.97708808,4.737,1269.9,38.6,1.0,0.12,0.015,0.11,FALSE POSITIVE
1.851409163,10.232,232.5,20.42,,,,,FALSE POSITIVE
1.303859704,2.8239,36.7,0.98,1.0,4.3e-20,1.1e-13,1.9e-15,FALSE POSITIVE
145.5624926,5.4126,2931.6,40.15,1.0,0.14,0.83,0.0078,FALSE POSITIVE
3.749105745,1.9826,182.6,1.68,0.00031,6.4e-08,3.4e-05,0.00024,CONFIRMED
11.08956602,6.2877,148.1,3.51,0.00034,8.4e-09,0.00034,1.2e-07,CONFIRMED
7.37290344,2.172,205.2,2.67,0.96,0.0012,0.015,0.51,CANDIDATE
7.24476126,2.3145,58.0,0.65,0.01,3.4e-09,0.00022,0.008,FALSE POSITIVE
7.24476126,2.3145,58.0,0.65,0.85,0.0037,0.56,0.17,FALSE POSITIVE
119.0624882,3.1188,5372.3,10.4,0.84,0.059,0.77,0.0027,CANDIDATE
8.70798309,2.4904,1419.6,2.01,0.00088,2.1e-15,3.2e-21,0.00087,CONFIRMED
8.70798309,2.4904,1419.6,2.01,0.052,3.4000000000000005e-12,2.2e-21,0.015,CONFIRMED
8.70798309,2.4904,1419.6,2.01,0.22,9e-16,1.3e-20,0.036,CONFIRMED
14.8623076,3.161,840.0,1.57,0.00088,2.1e-15,3.2e-21,0.00087,CANDIDATE
14.8623076,3.161,840.0,1.57,0.052,3.4000000000000005e-12,2.2e-21,0.015,CANDIDATE
14.8623076,3.161,840.0,1.57,0.22,9e-16,1.3e-20,0.036,CANDIDATE
4.17634276,2.335,531.5,1.23,0.00088,2.1e-15,3.2e-21,0.00087,CONFIRMED
4.17634276,2.335,531.5,1.23,0.052,3.4000000000000005e-12,2.2e-21,0.015,CONFIRMED
4.17634276,2.335,531.5,1.23,0.22,9e-16,1.3e-20,0.036,CONFIRMED
27.40229859,6.8491,747.5,3.63,5e-06,1.4e-06,2.8e-06,7.3e-07,CONFIRMED
27.40229859,6.8491,747.5,3.63,0.17,2e-06,0.00017,0.005,CONFIRMED
27.40229859,6.8491,747.5,3.63,0.0072,4.6e-07,0.0067,2e-16,CONFIRMED
27.40229859,6.8491,747.5,3.63,0.04,0.0014,0.036,0.0024,CONFIRMED
3.179267286,1.0246,200.9,1.21,0.0017,8.7e-05,0.00046,7.8e-06,CONFIRMED
10.38122447,2.715,801.5,2.18,1e-05,5.3e-07,9.9e-07,8.9e-06,CONFIRMED
10.38122447,2.715,801.5,2.18,0.16,0.0027,0.013,0.14,CONFIRMED
24.5709023,3.587,764.2,2.82,1e-05,5.3e-07,9.9e-07,8.9e-06,CONFIRMED
24.5709023,3.587,764.2,2.82,0.16,0.0027,0.013,0.14,CONFIRMED
81.221876,4.1135,9883.0,16.59,1.2e-05,7.1e-29,1.2e-05,3.9e-19,FALSE POSITIVE
0.817026268,2.0799,1145.5,2.92,1.2e-05,7.1e-29,1.2e-05,3.9e-19,FALSE POSITIVE
3.024092505,2.8021,7765.0,12.14,0.00021,0.00021,1.3e-08,1.5e-15,CONFIRMED
5.670155713,0.9361,536.7,5.85,0.92,0.052,0.7,0.0085,FALSE POSITIVE
1.022678654,1.3712,129.2,1.14,0.004,1.4e-09,9.7e-09,0.0022,CONFIRMED
12.10968709,6.3461,284.7,2.98,0.00015,1.8e-06,7.5e-06,0.00013,CONFIRMED
12.10968709,6.3461,284.7,2.98,8.6e-06,6.3e-17,2.6000000000000002e-12,2.6e-06,CONFIRMED
12.10968709,6.3461,284.7,2.98,0.0041,2.4e-06,8.6e-06,0.0036,CONFIRMED
12.10968709,6.3461,284.7,2.98,6.4e-05,3e-12,8e-09,2.6e-05,CONFIRMED
4.75796103,4.66,124.5,1.7,0.00015,1.8e-06,7.5e-06,0.00013,CONFIRMED
4.75796103,4.66,124.5,1.7,8.6e-06,6.3e-17,2.6000000000000002e-12,2.6e-06,CONFIRMED
4.75796103,4.66,124.5,1.7,0.0041,2.4e-06,8.6e-06,0.0036,CONFIRMED
4.75796103,4.66,124.5,1.7,6.4e-05,3e-12,8e-09,2.6e-05,CONFIRMED
20.4972755,8.536,242.9,2.96,0.00015,1.8e-06,7.5e-06,0.00013,CONFIRMED
20.4972755,8.536,242.9,2.96,8.6e-06,6.3e-17,2.6000000000000002e-12,2.6e-06,CONFIRMED
20.4972755,8.536,242.9,2.96,0.0041,2.4e-06,8.6e-06,0.0036,CONFIRMED
20.4972755,8.536,242.9,2.96,6.4e-05,3e-12,8e-09,2.6e-05,CONFIRMED
13.55480534,2.288,48.3,0.62,0.01,3.4e-09,0.00022,0.008,FALSE POSITIVE
13.55480534,2.288,48.3,0.62,0.85,0.0037,0.56,0.17,FALSE POSITIVE
29.74454668,23.2842,66894.0,20.06,0.74,0.48,0.12,0.0066,FALSE POSITIVE
14.15402428,4.47001,61625.0,53.25,1.0,0.45,0.55,0.0011,FALSE POSITIVE
0.844786082,3.5289,2468.5,35.27,1.0,1.1999999999999998e-125,1.4000000000000001e-133,2.4e-66,FALSE POSITIVE
0.848483947,1.4451,1907.4,32.11,1.0,0.0069,0.46,0.19,FALSE POSITIVE
11.99097576,5.7401,2124.3,37.47,1.0,6.4e-07,5.9e-07,0.73,FALSE POSITIVE
53.5292702,5.668,1086.1,2.28,0.00013,2.5e-08,2.1e-09,0.00012,CONFIRMED
0.393726813,2.95,564.6,24.17,,,,,FALSE POSITIVE
2.757584622,0.9267,563.1,1.01,0.39,1.2e-09,2.6e-08,0.15,CONFIRMED
0.928310036,1.1899,376.2,1.16,0.00043,5.7e-14,2.3e-13,0.00029,CONFIRMED
13.48457668,5.0197,653.5,3.39,5e-06,1.4e-06,2.8e-06,7.3e-07,CONFIRMED
13.48457668,5.0197,653.5,3.39,0.17,2e-06,0.00017,0.005,CONFIRMED
13.48457668,5.0197,653.5,3.39,0.0072,4.6e-07,0.0067,2e-16,CONFIRMED
13.48457668,5.0197,653.5,3.39,0.04,0.0014,0.036,0.0024,CONFIRMED
31.8841473,6.122,910.0,3.7,0.017,0.00053,0.00049,0.013,CONFIRMED
31.8841473,6.122,910.0,3.7,0.0002,3.9e-06,2.8e-05,0.00016,CONFIRMED
31.8841473,6.122,910.0,3.7,0.97,0.0062,0.028,0.33,CONFIRMED
16.15811112,6.049,2319.8,86.13,1.2e-05,7.1e-29,1.2e-05,3.9e-19,CANDIDATE
67.69213907,51.349,25457.0,175.98,,,,,FALSE POSITIVE
12.06222962,2.0584,300.2,1.62,0.002,0.00016,0.0018,6.3e-05,CONFIRMED
9.93146307,5.678,398.6,2.41,0.00018,4.3e-11,5.200000000000001e-12,0.00013,CONFIRMED
9.93146307,5.678,398.6,2.41,0.0002,2.3e-17,3.1e-10,7.2e-06,CONFIRMED
21.85362905,3.439,355.6,1.75,0.0024,5.6e-06,0.0014,0.00083,CONFIRMED
21.85362905,3.439,355.6,1.75,0.91,4.5e-06,0.00076,0.21,CONFIRMED
21.85362905,3.439,355.6,1.75,0.15,7.9e-05,0.0016,0.069,CONFIRMED
8.19345065,5.234,115.4,1.74,0.00015,1.8e-06,7.5e-06,0.00013,CONFIRMED
8.19345065,5.234,115.4,1.74,8.6e-06,6.3e-17,2.6000000000000002e-12,2.6e-06,CONFIRMED
8.19345065,5.234,115.4,1.74,0.0041,2.4e-06,8.6e-06,0.0036,CONFIRMED
8.19345065,5.234,115.4,1.74,6.4e-05,3e-12,8e-09,2.6e-05,CONFIRMED
19.97867,10.168,944.3,6.85,0.07,1.8e-08,3.6e-06,0.07,FALSE POSITIVE
41.8059544,6.057,434.4,2.02,0.00045,2.8e-06,0.0004,2.5e-05,CONFIRMED
15.45158184,2.406,85.3,2.02,1.0,0.064,0.4,0.32,FALSE POSITIVE
89.698168533,5.5418,273110.0,102.08,0.99,0.1,0.89,5.8e-05,FALSE POSITIVE
1.187352427,4.999,20703.0,67.35,1.0,1.6000000000000002e-64,8.6e-117,2e-125,FALSE POSITIVE
3.012476582,3.1424,1138.5,65.25,1.0,0.014,0.78,0.087,FALSE POSITIVE
4.77800306,2.7361,473.0,1.85,1.1e-06,7.2e-14,2.4e-20,1e-06,CONFIRMED
4.77800306,2.7361,473.0,1.85,1.3e-05,8.8e-09,1.9e-07,1.3e-05,CONFIRMED
4.77800306,2.7361,473.0,1.85,0.00017,7.1e-07,1.9e-06,0.00017,CONFIRMED
7.814839231,3.0122,2010.3,5.33,0.76,0.035,0.59,0.062,FALSE POSITIVE
29.7452499,22.695,778.9,3.6,1.0,3.2000000000000003e-28,6e-190,0.5,FALSE POSITIVE
29.7452499,22.695,778.9,3.6,1.0,7.3e-08,1.4e-06,0.25,FALSE POSITIVE
5.32667299,3.4045,611.4,2.26,1e-06,8.899999999999999e-19,3.2e-11,8.4e-07,CONFIRMED
5.32667299,3.4045,611.4,2.26,0.00018,2.5e-26,3.2e-19,7.5e-05,CONFIRMED
5.32667299,3.4045,611.4,2.26,6.1e-05,6.5e-32,1.4e-20,1.8e-06,CONFIRMED
0.741057213,1.05299,1996.3,26.67,1.0,0.02,0.77,0.14,FALSE POSITIVE
2.988085455,3.68,802.8,21.81,1.0,5.4e-16,2.5e-08,0.00035,FALSE POSITIVE
2.783883492,2.4546,903.9,67.17,1.0,0.027,0.72,0.022,FALSE POSITIVE
0.393727296,3.02,903.5,23.05,1.0,0.0,1.2e-303,1.4e-285,FALSE POSITIVE
8.17242644,3.902,864.3,3.29,0.0019,2.1e-09,6.3e-10,0.0018,CONFIRMED
1295.362215,28.297,8708.0,57.82,0.34,7.7e-08,2.5e-09,0.00035,CANDIDATE
13.0607936,3.215,236.6,1.45,0.0024,5.6e-06,0.0014,0.00083,CONFIRMED
13.0607936,3.215,236.6,1.45,0.91,4.5e-06,0.00076,0.21,CONFIRMED
13.0607936,3.215,236.6,1.45,0.15,7.9e-05,0.0016,0.069,CONFIRMED
4.2989201,2.747,237.6,2.12,0.029,4.1e-10,3.9e-07,0.019,CANDIDATE
25.9518461,14.581,1058.5,22.32,1.0,5.7000000000000006e-36,2.9999999999999996e-76,0.013,FALSE POSITIVE
25.9518536,14.755,2017.9,24.6,1.0,3.2000000000000003e-27,6.699999999999999e-86,0.021,FALSE POSITIVE
5.68628739,17.573,5559.7,4.5,,,,,FALSE POSITIVE
15.663886949,2.4775,5144.4,27.36,0.95,0.076,0.87,0.0015,FALSE POSITIVE
4.020628573,4.4085,20901.0,16.94,0.078,0.0031,8.7e-07,0.0063,FALSE POSITIVE
5.714817603,3.14126,12295.0,9.29,0.00033,0.00033,7.599999999999999e-14,2.2e-06,CANDIDATE
185.02288222,4.87326,43547.0,49.82,1.0,0.12,0.87,0.002,FALSE POSITIVE
2.897432135,3.1793,1223.7,14.35,0.98,0.0052,0.55,0.23,FALSE POSITIVE
8.70420525,2.9385,1074.9,2.86,1.2e-05,1.1e-05,1.1e-06,5.5e-07,CONFIRMED
8.70420525,2.9385,1074.9,2.86,0.00014,3.7e-08,4e-09,0.00012,CONFIRMED
8.1280933,3.727,224.1,1.39,1e-06,8.899999999999999e-19,3.2e-11,8.4e-07,CONFIRMED
8.1280933,3.727,224.1,1.39,0.00018,2.5e-26,3.2e-19,7.5e-05,CONFIRMED
8.1280933,3.727,224.1,1.39,6.1e-05,6.5e-32,1.4e-20,1.8e-06,CONFIRMED
2.83668931,3.031,166.1,1.19,1e-06,8.899999999999999e-19,3.2e-11,8.4e-07,CANDIDATE
2.83668931,3.031,166.1,1.19,0.00018,2.5e-26,3.2e-19,7.5e-05,CANDIDATE
2.83668931,3.031,166.1,1.19,6.1e-05,6.5e-32,1.4e-20,1.8e-06,CANDIDATE
0.974868896,1.6191,197.6,1.16,0.00027,1.8e-21,1e-22,0.00027,CONFIRMED
4.89721006,1.812,274.4,1.48,0.0028,2.6e-10,6.4e-09,0.0019,CONFIRMED
2.757794163,2.7644,39043.0,20.05,0.41,0.11,0.25,0.0095,FALSE POSITIVE
1.914158508,3.2917,7829.2,13.63,0.63,0.002,0.15,0.0034,FALSE POSITIVE
3.98216698,2.396,381.3,3.32,1.0,1.8e-05,0.0023,0.025,FALSE POSITIVE
3.98216698,2.396,381.3,3.32,0.00026,9.7e-08,6.1e-05,0.00017,FALSE POSITIVE
3.98216698,2.396,381.3,3.32,0.025,0.00059,0.0089,0.0069,FALSE POSITIVE
0.643794198,1.5662,456.7,19.51,1.0,3.3e-12,0.009,0.081,FALSE POSITIVE
16.08832318,5.731,597.8,3.42,0.00023,1.7e-06,6.7e-05,0.0001,CONFIRMED
16.08832318,5.731,597.8,3.42,0.00017,9.5e-09,1.2e-05,0.00015,CONFIRMED
16.08832318,5.731,597.8,3.42,0.0076,1.1e-06,8.9e-06,0.0011,CONFIRMED
10.30067919,4.885,271.8,2.2,0.00023,1.7e-06,6.7e-05,0.0001,CONFIRMED
10.30067919,4.885,271.8,2.2,0.00017,9.5e-09,1.2e-05,0.00015,CONFIRMED
10.30067919,4.885,271.8,2.2,0.0076,1.1e-06,8.9e-06,0.0011,CONFIRMED
35.6757453,7.381,471.2,3.02,0.00023,1.7e-06,6.7e-05,0.0001,CONFIRMED
35.6757453,7.381,471.2,3.02,0.00017,9.5e-09,1.2e-05,0.00015,CONFIRMED
35.6757453,7.381,471.2,3.02,0.0076,1.1e-06,8.9e-06,0.0011,CONFIRMED
1.00861677,0.91,,,0.00023,1.7e-06,6.7e-05,0.0001,CANDIDATE
1.00861677,0.91,,,0.00017,9.5e-09,1.2e-05,0.00015,CANDIDATE
1.00861677,0.91,,,0.0076,1.1e-06,8.9e-06,0.0011,CANDIDATE
161.78832712,5.31,87750.0,36.14,0.97,0.11,0.86,0.00039,FALSE POSITIVE
16.56806842,4.2647,1331.4,2.54,9.7e-05,1.1e-08,9.2e-11,7.7e-05,CONFIRMED
16.56806842,4.2647,1331.4,2.54,0.041,0.0022,0.031,0.0043,CONFIRMED
47.3329299,2.708,931.5,2.18,9.7e-05,1.1e-08,9.2e-11,7.7e-05,CONFIRMED
47.3329299,2.708,931.5,2.18,0.041,0.0022,0.031,0.0043,CONFIRMED
0.856895349,1.3078,82.2,0.82,0.12,1.1e-13,6.4e-07,0.0057,FALSE POSITIVE
40.8065333,13.135,313.9,3.71,0.00069,1.6e-07,4.5e-08,0.00069,CONFIRMED
40.8065333,13.135,313.9,3.71,0.0072,1.4e-07,4.2e-09,4e-10,CONFIRMED
2.46697039,1.6345,308.7,1.56,1.2e-05,1.1e-05,1.1e-06,5.5e-07,CONFIRMED
2.46697039,1.6345,308.7,1.56,0.00014,3.7e-08,4e-09,0.00012,CONFIRMED
2.624234833,1.3874,2607.0,5.11,0.022,0.0033,0.018,8.3e-13,CANDIDATE
6.61836309,3.6813,549.1,2.98,5.1e-06,2.1e-15,3.8e-17,3.5e-06,CONFIRMED
6.61836309,3.6813,549.1,2.98,0.00043,1.3e-06,1.4e-05,6e-05,CONFIRMED
107.7214092,8.042,1396.2,4.75,5.1e-06,2.1e-15,3.8e-17,3.5e-06,CONFIRMED
107.7214092,8.042,1396.2,4.75,0.00043,1.3e-06,1.4e-05,6e-05,CONFIRMED
92.77779,6.64,359.0,1.92,5.1e-06,2.1e-15,3.8e-17,3.5e-06,CANDIDATE
92.77779,6.64,359.0,1.92,0.00043,1.3e-06,1.4e-05,6e-05,CANDIDATE
5.251916208,4.9095,10624.0,37.15,1.0,1.7e-07,9.4e-09,1.1e-05,FALSE POSITIVE
9.673958488,3.2641,952.7,2.63,1.1e-06,7.2e-14,2.4e-20,1e-06,CONFIRMED
9.673958488,3.2641,952.7,2.63,1.3e-05,8.8e-09,1.9e-07,1.3e-05,CONFIRMED
9.673958488,3.2641,952.7,2.63,0.00017,7.1e-07,1.9e-06,0.00017,CONFIRMED
100.3039228,8.702,5450.0,29.55,1.0,0.034,0.0014,0.28,FALSE POSITIVE
100.3039228,8.702,5450.0,29.55,,,,,FALSE POSITIVE
200.61103346,7.13,,,1.0,0.034,0.0014,0.28,FALSE POSITIVE
200.61103346,7.13,,,,,,,FALSE POSITIVE
0.986620248,3.9722,1345.8,43.98,1.0,7.499999999999999e-92,1.8999999999999998e-90,4.6e-88,FALSE POSITIVE
1.63484631,6.11,,,1.0,2e-36,2.9e-245,1.5e-27,FALSE POSITIVE
14.12847677,3.685,628.7,2.73,0.017,0.00053,0.00049,0.013,CONFIRMED
14.12847677,3.685,628.7,2.73,0.0002,3.9e-06,2.8e-05,0.00016,CONFIRMED
14.12847677,3.685,628.7,2.73,0.97,0.0062,0.028,0.33,CONFIRMED
48.6478543,5.464,641.8,4.14,0.017,0.00053,0.00049,0.013,CONFIRMED
